1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,registered_program,target_dept
ECO-1,BBA-2,LLB-3,5,5,ban,Jessore,Jessore,ECO,ESS
PHR-1,MIC-2,APE-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
LLB-1,,,5,5,ban,Comilla,Comilla,LLB,School_of_Law
ECO-1,BBA-2,,5,4.3,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,EEE-2,,5,4.3,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,PHR-3,5,4.4,ban,Chittagong,Chittagong,ARC,Architecture
CSE-1,ARC-2,PHR-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,ECE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,APE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
EEE-1,ECE-2,,5,4.5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
BBA-1,LLB-2,,5,4.5,ban,Dhaka,Dhaka,LLB,School_of_Law
BBA-1,LLB-2,,5,4.4,ban,Jessore,Jessore,BBA,Brac_Business_School
LLB-1,BBA-2,ECO-3,5,4.6,ban,Comilla,Comilla,LLB,School_of_Law
EEE-1,BBA-2,,5,4.8,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,4.5,ban,Comilla,Comilla,EEE,ElectricalandElectronicEngr
MAT-1,APE-2,CSE-3,5,4,eng,,,MAT,MNS
ECO-1,ANT-2,,5,5,ban,Dhaka,Dhaka,ANT,ESS
EEE-1,ECE-2,,5,,ban,Dhaka,Dhaka,BIO,MNS
EEE-1,CSE-2,,5,4.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,,4.56,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,APE-3,,,ban,,,CS,ComputerSciandEngr
EEE-1,CSE-2,,4.88,4.7,ban,Rajshahi,Rajshahi,CSE,ComputerSciandEngr
ECO-1,BBA-2,ANT-3,,,ban,,,ECO,ESS
ENG-1,LLB-2,ANT-3,5,5,ban,,,ANT,ESS
BBA-1,LLB-2,,4.44,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,CSE-2,,5,4,ban,Jessore,Jessore,CSE,ComputerSciandEngr
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ECO-2,,3.69,3.8,ban,Jessore,Dhaka,BBA,Brac_Business_School
ENG-1,,,5,4.8,eng-ver,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,ENG-3,5,3.63,ban,Jessore,Jessore,ENG,ENH
PHR-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,ENG-2,,5,4.7,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.6,ban,Jessore,Jessore,CSE,ComputerSciandEngr
LLB-1,BBA-2,,4.19,4.5,ban,Dhaka,Dhaka,LLB,School_of_Law
ENG-1,ECO-2,,4.42,,eng,,,ENG,ENH
PHR-1,BIO-2,MIC-3,4.94,5,ban,Comilla,Dhaka,BIO,MNS
LLB-1,ECO-2,,4.38,4.5,ban,Dhaka,Dhaka,LLB,School_of_Law
ECO-1,BBA-2,,,,ban,,,ECO,ESS
MIC-1,BBA-2,BIO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ARC-1,ECE-2,,5,4.6,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,ARC-2,,5,4.8,ban,Chittagong,Chittagong,CS,ComputerSciandEngr
PHR-1,CSE-2,BBA-3,5,5,ban,Rajshahi,Rajshahi,PHR,Pharmacy
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ENG-1,ANT-2,LLB-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,EEE-2,ECE-3,5,5,ban,Rajshahi,Rajshahi,ECE,ElectricalandElectronicEngr
MIC-1,BIO-2,CSE-3,5,5,eng,,,MIC,MNS
ECE-1,CSE-2,,,,ban,,,CS,ComputerSciandEngr
CSE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
PHY-1,,,5,5,eng,,,PHY,MNS
ECO-1,BBA-2,ENG-3,5,5,ban,Dhaka,Dhaka,ANT,ESS
BBA-1,ECO-2,,,,ban,,,BBA,Brac_Business_School
ARC-1,PHR-2,BIO-3,5,5,eng-ver,Dhaka,Dhaka,BIO,MNS
ARC-1,EEE-2,PHR-3,5,4.6,ban,Comilla,Comilla,EEE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,,,ECE,ElectricalandElectronicEngr
APE-1,EEE-2,PHY-3,5,5,ban,Dhaka,Dhaka,APE,MNS
BBA-1,ECO-2,,4.44,4.6,ban,Dhaka,Dhaka,BBA,Brac_Business_School
PHR-1,LLB-2,ANT-3,4.75,5,eng,,,ANT,ESS
ECO-1,BBA-2,ENG-3,4.94,5,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,PHR-2,MIC-3,5,4.6,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,BBA-2,BIO-3,5,4.5,eng,,,PHR,Pharmacy
ARC-1,CS-2,ENG-3,5,2.5,eng,,,ARC,Architecture
ARC-1,CSE-2,,5,4.4,ban,Chittagong,Dhaka,CS,ComputerSciandEngr
APE-1,EEE-2,CSE-3,5,5,ban,Dinajpur,Dinajpur,PHY,MNS
EEE-1,BIO-2,MIC-3,4.5,5,eng,Dhaka,Dhaka,BIO,MNS
PHR-1,MIC-2,,5,4.9,ban,Dhaka,Dhaka,PHR,Pharmacy
MIC-1,BIO-2,ARC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,ENG-3,5,4.3,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,BIO-2,MIC-3,5,4.5,ban,Jessore,Jessore,PHR,Pharmacy
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
APE-1,PHY-2,EEE-3,5,4,eng,,,APE,MNS
ARC-1,BBA-2,ECO-3,4.2,4,eng,,,LLB,School_of_Law
ARC-1,EEE-2,APE-3,5,4.7,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,EEE-2,,,,ban,,,CSE,ComputerSciandEngr
PHR-1,BIO-2,ENG-3,4.1,4.2,ban,CBSE,CBSE,BIO,MNS
LLB-1,ENG-2,BBA-3,3.5,4.3,ban,Dhaka,Dhaka,LLB,School_of_Law
BBA-1,ECO-2,,4.5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECO-1,ANT-2,BBA-3,4.88,4.8,ban,Dhaka,Dhaka,ECO,ESS
PHR-1,EEE-2,CSE-3,5,4.9,ban,Comilla,Comilla,PHR,Pharmacy
LLB-1,BIO-2,,,,ban,,,LLB,School_of_Law
BBA-1,LLB-2,,4.75,4.8,ban,Chittagong,Chittagong,BBA,Brac_Business_School
CSE-1,APE-2,BIO-3,5,4.42,ban,,,BIO,MNS
CSE-1,BBA-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,EEE-2,,5,4.2,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ECO-2,,4.6,3,eng,,,BBA,Brac_Business_School
BBA-1,LLB-2,ENG-3,5,,ban,Chittagong,Chittagong,ENG,ENH
PHR-1,BIO-2,MIC-3,4.69,4.4,ban,Rajshahi,Rajshahi,PHR,Pharmacy
BBA-1,ENG-2,,3.94,4.9,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,BBA-2,,4.31,4,ban,Dhaka,Dhaka,PHR,Pharmacy
ARC-1,EEE-2,CSE-3,5,5,ban,Comilla,Dhaka,ARC,Architecture
CSE-1,ECE-2,EEE-3,5,4.6,ban,Rajshahi,Rajshahi,CS,ComputerSciandEngr
PHR-1,MIC-2,,5,5,eng-ver,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
PHR-1,ENG-2,MIC-3,5,4.08,ban,Rajshahi,Rajshahi,MIC,MNS
MIC-1,BIO-2,ECO-3,5,4.8,ban,Dhaka,Dhaka,BIO,MNS
EEE-1,ECE-2,CSE-3,5,4.6,ban,Sylhet,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,CS-2,,5,4.5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
PHR-1,BIO-2,MIC-3,5,4.33,ban,Dhaka,Dhaka,BIO,MNS
BBA-1,ENG-2,ECO-3,3.16,3,eng,,,ENG,ENH
EEE-1,APE-2,CSE-3,4.89,4.67,ban,Dhaka,Dhaka,APE,MNS
MIC-1,CSE-2,,5,3.6,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
PHR-1,CSE-2,ECE-3,5,5,ban,Rajshahi,Rajshahi,PHR,Pharmacy
CSE-1,EEE-2,ECE-3,,,ban,,,CS,ComputerSciandEngr
ARC-1,CSE-2,CS-3,5,4,eng,,,ARC,Architecture
ECE-1,EEE-2,CSE-3,5,4.4,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
BIO-1,BBA-2,MIC-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,CS-2,,4.63,4.2,eng-ver,Dhaka,Dhaka,CS,ComputerSciandEngr
ECO-1,ENG-2,MIC-3,5,4.6,ban,Dhaka,Dhaka,ECO,ESS
ECO-1,PHY-2,ECE-3,5,3,eng,,,ECO,ESS
EEE-1,CSE-2,ENG-3,5,4.7,ban,Jessore,Jessore,ENG,ENH
BIO-1,MIC-2,,5,5,ban,Dhaka,Dhaka,BIO,MNS
LLB-1,PHR-2,,5,4.1,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,BIO-2,MIC-3,5,3.75,ban,,,BIO,MNS
BBA-1,ECO-2,,5,4.1,ban,Jessore,Jessore,BBA,Brac_Business_School
ARC-1,CSE-2,BIO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
BIO-1,MIC-2,ECO-3,4.14,3.25,eng,,,BIO,MNS
ARC-1,ECE-2,CSE-3,5,4.9,ban,Chittagong,Chittagong,ECE,ElectricalandElectronicEngr
BBA-1,ECO-2,,4.4,4,eng,,,ECO,ESS
ANT-1,ECO-2,BBA-3,,,ban,,,ANT,ESS
PHR-1,,,4.2,3.5,eng,,,PHR,Pharmacy
EEE-1,CSE-2,BBA-3,5,5,eng-ver,Dinajpur,Dhaka,CS,ComputerSciandEngr
CSE-1,BBA-2,,4.56,3.6,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
MIC-1,BIO-2,,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,ARC-3,5,5,ban,Jessore,Jessore,CS,ComputerSciandEngr
ARC-1,,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
EEE-1,ECE-2,CSE-3,5,5,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,PHR-2,,4.94,4.3,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,EEE-2,BBA-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHY-1,EEE-2,ARC-3,3.7,4.7,eng,,,ARC,Architecture
PHR-1,ECE-2,,,,ban,Dhaka,Dhaka,PHR,Pharmacy
ANT-1,ENG-2,ECO-3,4.4,2.7,eng,,,ANT,ESS
ECE-1,CSE-2,EEE-3,5,5,ban,Rajshahi,Rajshahi,ECE,ElectricalandElectronicEngr
CSE-1,CS-2,,5,3.5,ban,Sylhet,Chittagong,CSE,ComputerSciandEngr
CSE-1,BBA-2,,4.69,3.9,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,,4.44,4.9,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BIO-1,,,,,ban,,,BIO,MNS
PHR-1,MIC-2,BIO-3,5,5,ban,Rajshahi,Dhaka,PHR,Pharmacy
PHR-1,BIO-2,,5,5,ban,Jessore,Jessore,BIO,MNS
BBA-1,ENG-2,ECO-3,4.88,5,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,ENG-2,,5,4.1,ban,Dhaka,Dhaka,ENG,ENH
BIO-1,MIC-2,ECO-3,4.5,4.5,ban,Dhaka,Dhaka,ANT,ESS
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,CSE-2,,5,4.8,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BIO-1,MIC-2,EEE-3,5,5,ban,Dinajpur,Dinajpur,BIO,MNS
CSE-1,CS-2,PHY-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ANT-1,,,5,3.5,eng,,,ANT,ESS
ENG-1,LLB-2,,4.38,5,ban,Dhaka,Dhaka,ENG,ENH
ECO-1,CSE-2,,5,5,ban,Sylhet,Sylhet,ECO,ESS
BIO-1,MIC-2,,5,5,ban,,,BIO,MNS
BBA-1,CSE-2,,5,4.3,ban,Rajshahi,Rajshahi,CSE,ComputerSciandEngr
MIC-1,BIO-2,ENG-3,5,4.8,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,CSE-2,EEE-3,,,ban,,,ARC,Architecture
EEE-1,CSE-2,ECE-3,4.66,3.33,eng,,,CS,ComputerSciandEngr
BIO-1,LLB-2,BBA-3,5,4.4,ban,Dhaka,Dhaka,LLB,School_of_Law
ECE-1,EEE-2,,5,4.5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,ECO-2,BBA-3,5,3.5,eng,,,ARC,Architecture
ECO-1,LLB-2,ENG-3,4.56,4.8,ban,Dhaka,Dhaka,ECO,ESS
PHY-1,EEE-2,,5,5,ban,Dhaka,Dhaka,PHY,MNS
BBA-1,ECO-2,,,,ban,,,ECO,ESS
BIO-1,MIC-2,BBA-3,5,5,eng,,,MIC,MNS
BBA-1,BIO-2,,,,ban,,,BBA,Brac_Business_School
EEE-1,BBA-2,ECO-3,5,5,eng,,,ECO,ESS
BBA-1,CS-2,,,,ban,,,BBA,Brac_Business_School
CSE-1,PHR-2,,5,4.1,ban,Jessore,Jessore,CSE,ComputerSciandEngr
LLB-1,ENG-2,,4.69,4.9,madrasah,Madrasah,Dhaka,LLB,School_of_Law
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,BBA-2,,3.9,3.5,eng,,,ECO,ESS
ARC-1,CSE-2,EEE-3,5,5,ban,Chittagong,Chittagong,ARC,Architecture
ECO-1,CS-2,ENG-3,4,3.5,eng,,,ECO,ESS
BIO-1,MIC-2,CSE-3,5,5,ban,,,BIO,MNS
ARC-1,LLB-2,ENG-3,4.2,2.5,eng,,,ECO,ESS
ARC-1,APE-2,EEE-3,5,5,ban,Comilla,Dhaka,PHR,Pharmacy
BIO-1,BBA-2,ECE-3,5,5,ban,Rajshahi,Dhaka,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.6,ban,Rajshahi,Rajshahi,ENG,ENH
ARC-1,ANT-2,PHY-3,5,4.58,ban,,,ANT,ESS
CSE-1,ECE-2,,4.75,3.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.13,3.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
PHR-1,EEE-2,CSE-3,4.75,4.2,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ECO-2,ENG-3,4.75,4.5,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,EEE-2,,5,5,ban,Dhaka,Dhaka,MIC,MNS
BIO-1,MIC-2,CSE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
PHR-1,ECE-2,EEE-3,5,4.9,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECO-1,BBA-2,CSE-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
LLB-1,CSE-2,,5,4.6,ban,Dhaka,Dhaka,LLB,School_of_Law
BBA-1,ECO-2,,3.7,3.5,eng,,,BBA,Brac_Business_School
LLB-1,ENG-2,BBA-3,5,4.7,madrasah,Madrasah,Dhaka,LLB,School_of_Law
ENG-1,BBA-2,,4.81,4.4,eng-ver,Dhaka,Dhaka,ENG,ENH
EEE-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
MIC-1,ARC-2,BBA-3,5,4.7,ban,Comilla,Comilla,MIC,MNS
MIC-1,EEE-2,BIO-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ENG-1,BBA-2,,,,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,ECO-2,,3.4,3.5,eng,,,ECO,ESS
EEE-1,ECE-2,,5,3.75,eng,,,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,LLB-3,4.81,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,MIC-2,ENG-3,5,3.5,eng,,,MIC,MNS
ECO-1,CSE-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,EEE-2,ECE-3,5,4.5,eng,,,CSE,ComputerSciandEngr
CSE-1,PHY-2,BBA-3,5,5,eng,,,PHY,MNS
ARC-1,PHR-2,CSE-3,5,4.8,ban,Dhaka,Dhaka,ARC,Architecture
BIO-1,MIC-2,ANT-3,,,ban,,,BIO,MNS
MIC-1,BIO-2,,5,5,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,ARC-2,BIO-3,5,4.5,ban,Dhaka,Dhaka,BIO,MNS
ECE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ECO-1,CS-2,BBA-3,5,4.67,eng,,,ECO,ESS
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ECE-1,BIO-2,,,5,eng,,,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,4.38,4.83,ban,,,ECE,ElectricalandElectronicEngr
PHR-1,BBA-2,ECE-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
LLB-1,BBA-2,ECO-3,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ECE-1,ARC-2,LLB-3,4.8,3.5,eng,,,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.9,ban,Rajshahi,Rajshahi,CS,ComputerSciandEngr
PHY-1,CS-2,ENG-3,4.86,4.8,eng,,,PHY,MNS
MIC-1,LLB-2,ENG-3,5,5,eng-ver,Dhaka,Dhaka,ENG,ENH
PHR-1,BIO-2,LLB-3,4.69,5,ban,Dhaka,Dhaka,ENG,ENH
EEE-1,CSE-2,,5,,eng,,,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,4.3,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
PHR-1,MIC-2,BIO-3,4.28,,eng,,,PHR,Pharmacy
BBA-1,LLB-2,,4.63,4.1,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,EEE-2,ECE-3,5,4.6,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,BBA-2,BIO-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
BBA-1,ECO-2,,4.63,3.4,ban,Dhaka,Jessore,BBA,Brac_Business_School
CSE-1,ECE-2,PHR-3,4.31,5,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,MIC-2,ANT-3,5,4.9,ban,Dhaka,Dhaka,PHR,Pharmacy
ECE-1,EEE-2,APE-3,,,ban,,,ECE,ElectricalandElectronicEngr
ECO-1,BBA-2,ENG-3,,,ban,,,ECO,ESS
ARC-1,CSE-2,EEE-3,5,5,ban,Sylhet,Sylhet,ARC,Architecture
ARC-1,ECO-2,BBA-3,,,ban,,,ECO,ESS
EEE-1,ECE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.8,ban,Chittagong,Chittagong,CSE,ComputerSciandEngr
ARC-1,EEE-2,,5,4.9,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
CSE-1,CS-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,BIO-2,PHR-3,5,4.8,ban,Dhaka,Dinajpur,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,APE-3,4.8,3.5,eng,,,CS,ComputerSciandEngr
CSE-1,CS-2,,5,,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,BIO-2,,5,5,ban,Dinajpur,Dinajpur,MIC,MNS
ENG-1,MAT-2,ECO-3,4.63,4.2,ban,Dhaka,Dhaka,ENG,ENH
ENG-1,ECE-2,EEE-3,5,,eng,,,ECE,ElectricalandElectronicEngr
CSE-1,ARC-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,LLB-2,ECO-3,,,ban,Chittagong,Chittagong,LLB,School_of_Law
ECE-1,CSE-2,,5,3.8,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,APE-3,5,3,eng,,,ECE,ElectricalandElectronicEngr
CSE-1,CS-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ARC-1,CSE-2,,5,4.1,ban,Dhaka,Dhaka,ARC,Architecture
BBA-1,LLB-2,ECO-3,4.81,4.4,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,LLB-2,APE-3,5,,eng,,,ENG,ENH
BBA-1,LLB-2,,4.63,4.3,ban,Chittagong,Chittagong,BBA,Brac_Business_School
PHR-1,BIO-2,MIC-3,4.75,3.8,ban,Dhaka,Dhaka,PHR,Pharmacy
ARC-1,CSE-2,,4.75,4.9,ban,Dhaka,Dhaka,ARC,Architecture
PHR-1,MIC-2,ENG-3,5,5,ban,Rajshahi,Rajshahi,PHR,Pharmacy
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
LLB-1,ANT-2,ENG-3,5,4.58,madrasah,Madrasah,Madrasah,LLB,School_of_Law
ARC-1,PHR-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ECO-1,MIC-2,BBA-3,5,4.9,eng-ver,Dhaka,Dhaka,ECO,ESS
BIO-1,PHR-2,ECE-3,5,5,ban,,,BIO,MNS
ARC-1,EEE-2,,,,ban,,,BBA,Brac_Business_School
CSE-1,PHR-2,MIC-3,5,4.1,ban,Comilla,Comilla,MIC,MNS
BIO-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
EEE-1,ENG-2,MIC-3,5,4.4,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,CSE-2,,5,4.6,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
MIC-1,BIO-2,CSE-3,5,5,eng,,,MIC,MNS
MIC-1,CSE-2,,4.19,4.2,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ARC-1,MIC-2,ENG-3,4.81,3.6,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,APE-2,PHY-3,5,4.8,ban,Dhaka,Dhaka,ARC,Architecture
EEE-1,CSE-2,,5,5,ban,Rajshahi,Rajshahi,EEE,ElectricalandElectronicEngr
ARC-1,CS-2,,,,ban,,,CS,ComputerSciandEngr
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,ARC-2,,4.94,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,BBA-2,LLB-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
PHR-1,EEE-2,MIC-3,5,4.3,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,,5,3.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,MIC-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECO-1,BBA-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
BIO-1,LLB-2,MIC-3,5,4.6,ban,,,BIO,MNS
ARC-1,EEE-2,,4.88,4.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
EEE-1,CS-2,,,,ban,,,CS,ComputerSciandEngr
LLB-1,BBA-2,ENG-3,4.32,4.75,ban,Others,Others,LLB,School_of_Law
LLB-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,BBA-2,,3.58,4,eng,,,ARC,Architecture
ECE-1,EEE-2,APE-3,,,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ECO-1,BBA-2,,5,2.5,eng,,,BIO,MNS
ARC-1,ECE-2,,4.75,3.6,ban,Dhaka,Dhaka,ARC,Architecture
LLB-1,ENG-2,,5,3.3,ban,Dhaka,Dhaka,LLB,School_of_Law
PHR-1,MIC-2,,,,ban,,,PHR,Pharmacy
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,,4.56,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECO-1,MIC-2,CSE-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
ENG-1,BBA-2,ECO-3,4.69,4.7,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,LLB-2,,4.44,4.1,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECE-1,EEE-2,,5,3.3,eng,,,ECE,ElectricalandElectronicEngr
PHR-1,EEE-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
PHR-1,ARC-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
LLB-1,ENG-2,,4.38,4.7,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,BBA-2,ECE-3,5,4.9,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ENG-1,LLB-2,,4.69,4.2,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,ECO-2,LLB-3,4.94,5,ban,Dhaka,Dhaka,LLB,School_of_Law
LLB-1,ENG-2,,5,4.2,ban,Comilla,Comilla,LLB,School_of_Law
